VEAUX DE BOUCHERIE
COTATION DES VEAUX DE BOUCHERIE ELEVES AU PIS
EN EURO
SEMAINE N° 17 DU 22/04/2024 AU 28/04/2024

Prix "entrée abattoir" HT exprimé en EURO/Kg de carcasse (cinquième quartier compris)
REGIONS;;BLANC;;;;;ROSE TRES CLAIR;;;;;ROSE CLAIR;;;;;ROSE;;;;;ROUGE;;;;
;;E;U;R;O;P;E;U;R;O;P;E;U;R;O;P;E;U;R;O;P;E;U;R;O;P
NORD;;;;;;;;;;;;;;;;;;;;;;;;;;
NORD;Var.;;;;;;;;;;;;;;;;;;;;;;;;;
SUD;;;;;;;;10,12;;;;;9,57;;;;;8,37;;;;;;;;
SUD;Var.;;;;;;;0,02;;;;;0,24;;;;;;;;;;;;;
COTATION NATIONALE;;;;;;;;10,12;;;;;9,57;;;;;8,37;;;;;;;;
COTATION NATIONALE;Var.;;;;;;;0,02;;;;;0,24;;;;;;;;;;;;;

PRIX MOYEN PONDERE AU 100KILO NET
Cot;Var
961,700;-11,800
