annee,semaine,mois,date_debut,date_fin,qualite,categorie,type,classe,unite,prix,variation,source
2023,51,,2023-12-18,2023-12-24,Standard,Vaches,Blonde/Parth. -10 ans +350Kg,R+,EUR/kg net,5.84,-0.01,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Vaches,Charolaise -10 ans +350Kg,R+,EUR/kg net,5.38,0.01,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Vaches,Limousine -10 ans +350Kg,R+,EUR/kg net,5.76,0.01,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Génisses,Viande +350Kg,R+,EUR/kg net,5.57,0,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Jeunes bovins 8 à 24 mois,Viande Mixte Lait,R=,EUR/kg net,5.22,-0.01,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Jeunes bovins 12 à 24 mois,Viande hors Bl/Parth.,R=,EUR/kg net,5.22,0,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Taureaux,VML,R=,EUR/kg net,4.14,-0.03,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Boeufs,Viande,R=,EUR/kg net,5.27,-0.08,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Vaches,"Viande tous poids, toutes races",R=,EUR/kg net,5.39,0.01,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Vaches,Viande hors Bl/Parth. -10 a +350kg,R=,EUR/kg net,5.38,0.01,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Vaches,Charolaise -10 ans +350Kg,R=,EUR/kg net,5.35,0.02,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Génisses,Viande Mixte Lait,R=,EUR/kg net,5.46,0.01,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Génisses,Viande +350Kg,R=,EUR/kg net,5.41,0,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Jeunes bovins 12 à 24 mois,Viande hors Bl/Parth.,R-,EUR/kg net,5.11,0.04,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Jeunes bovins 12 à 24 mois,Mixte,R-,EUR/kg net,4.85,-0.01,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Boeufs,Viande,R-,EUR/kg net,5.1,,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Vaches,Viande hors Bl/Parth. -10 a +350kg,R-,EUR/kg net,5.26,0,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Vaches,Mixte,R-,EUR/kg net,4.43,0.01,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Génisses,Viande +350Kg,R-,EUR/kg net,5.22,-0.03,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Jeunes bovins 12 à 24 mois,Mixte,O+,EUR/kg net,4.77,-0.03,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Boeufs,Mixte,O+,EUR/kg net,4.46,-0.01,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Vaches,Mixte,O+,EUR/kg net,4.39,0,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Jeunes bovins 8 à 24 mois,Viande Mixte Lait,O=,EUR/kg net,4.69,0,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Jeunes bovins 12 à 24 mois,Mixte,O=,EUR/kg net,4.7,-0.06,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Jeunes bovins 12 à 24 mois,Lait,O=,EUR/kg net,4.66,-0.01,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Boeufs,Mixte,O=,EUR/kg net,4.5,-0.01,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Vaches,"Viande tous poids, toutes races",O=,EUR/kg net,4.9,0.01,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Vaches,Mixte,O=,EUR/kg net,4.36,0.05,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Vaches,Lait,O=,EUR/kg net,3.93,0.02,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Génisses,Viande Mixte Lait,O=,EUR/kg net,4.75,0.13,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Jeunes bovins 12 à 24 mois,Lait,O-,EUR/kg net,4.63,0,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Vaches,Mixte,O-,EUR/kg net,4.23,0.05,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Vaches,Lait,O-,EUR/kg net,3.91,0.01,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Jeunes bovins 12 à 24 mois,Lait,P+,EUR/kg net,4.59,-0.03,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Boeufs,Lait,P+,EUR/kg net,4,-0.1,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Vaches,Mixte,P+,EUR/kg net,4.06,0.01,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Vaches,Lait,P+,EUR/kg net,3.88,-0.01,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Jeunes bovins 8 à 24 mois,Viande Mixte Lait,P=,EUR/kg net,4.58,-0.02,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Vaches,Lait,P=,EUR/kg net,3.85,0.02,COT-VRO-GBST_nationale-A23-S51.csv
2023,51,,2023-12-18,2023-12-24,Standard,Vaches,Lait,P-,EUR/kg net,3.74,0.02,COT-VRO-GBST_nationale-A23-S51.csv
2023,52,,2023-12-25,2023-12-31,Standard,Jeunes bovins 12 à 24 mois,Viande hors Bl/Parth.,U+,EUR/kg net,5.43,-0.01,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Jeunes bovins 12 à 24 mois,Blonde/Parth.,U+,EUR/kg net,5.66,-0.06,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Jeunes bovins 8 à 24 mois,Viande Mixte Lait,U=,EUR/kg net,5.42,0,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Jeunes bovins 12 à 24 mois,Viande hors Bl/Parth.,U=,EUR/kg net,5.4,0.01,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Jeunes bovins 12 à 24 mois,Blonde/Parth.,U=,EUR/kg net,5.61,-0.03,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Taureaux,VML,U=,EUR/kg net,4.27,-0.03,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,"Viande tous poids, toutes races",U=,EUR/kg net,5.76,-0.04,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Viande hors Bl/Parth. -10 a +350kg,U=,EUR/kg net,5.9,0.08,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Blonde/Parth. -10 ans +350Kg,U=,EUR/kg net,6.32,-0.02,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Charolaise -10 ans +350Kg,U=,EUR/kg net,5.58,0.04,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Génisses,Viande Mixte Lait,U=,EUR/kg net,5.85,-0.01,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Génisses,Viande +350Kg,U=,EUR/kg net,6.08,0.05,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Jeunes bovins 12 à 24 mois,Viande hors Bl/Parth.,U-,EUR/kg net,5.35,0,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Jeunes bovins 12 à 24 mois,Blonde/Parth.,U-,EUR/kg net,5.56,-0.01,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Viande hors Bl/Parth. -10 a +350kg,U-,EUR/kg net,5.56,0.01,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Blonde/Parth. -10 ans +350Kg,U-,EUR/kg net,6.07,-0.07,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Charolaise -10 ans +350Kg,U-,EUR/kg net,5.45,0.04,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Limousine -10 ans +350Kg,U-,EUR/kg net,5.89,-0.01,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Génisses,Viande +350Kg,U-,EUR/kg net,5.76,0.02,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Jeunes bovins 12 à 24 mois,Viande hors Bl/Parth.,R+,EUR/kg net,5.31,0.01,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Viande hors Bl/Parth. -10 a +350kg,R+,EUR/kg net,5.47,0.03,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Charolaise -10 ans +350Kg,R+,EUR/kg net,5.4,0.02,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Limousine -10 ans +350Kg,R+,EUR/kg net,5.74,-0.02,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Génisses,Viande +350Kg,R+,EUR/kg net,5.56,-0.01,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Jeunes bovins 8 à 24 mois,Viande Mixte Lait,R=,EUR/kg net,5.25,0.03,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Jeunes bovins 12 à 24 mois,Viande hors Bl/Parth.,R=,EUR/kg net,5.25,0.03,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Taureaux,VML,R=,EUR/kg net,4.19,0.05,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Boeufs,Viande,R=,EUR/kg net,5.31,0.04,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,"Viande tous poids, toutes races",R=,EUR/kg net,5.4,0.01,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Viande hors Bl/Parth. -10 a +350kg,R=,EUR/kg net,5.4,0.02,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Charolaise -10 ans +350Kg,R=,EUR/kg net,5.37,0.02,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Génisses,Viande Mixte Lait,R=,EUR/kg net,5.46,0,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Génisses,Viande +350Kg,R=,EUR/kg net,5.42,0.01,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Jeunes bovins 12 à 24 mois,Viande hors Bl/Parth.,R-,EUR/kg net,5.13,0.02,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Viande hors Bl/Parth. -10 a +350kg,R-,EUR/kg net,5.29,0.03,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Mixte,R-,EUR/kg net,4.43,0,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Génisses,Viande +350Kg,R-,EUR/kg net,5.29,0.07,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Jeunes bovins 12 à 24 mois,Mixte,O+,EUR/kg net,4.83,0.06,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Boeufs,Mixte,O+,EUR/kg net,4.54,0.08,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Mixte,O+,EUR/kg net,4.44,0.05,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Jeunes bovins 8 à 24 mois,Viande Mixte Lait,O=,EUR/kg net,4.74,0.05,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Jeunes bovins 12 à 24 mois,Mixte,O=,EUR/kg net,4.73,0.03,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Boeufs,Mixte,O=,EUR/kg net,4.55,0.05,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,"Viande tous poids, toutes races",O=,EUR/kg net,4.93,0.03,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Mixte,O=,EUR/kg net,4.39,0.03,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Lait,O=,EUR/kg net,4,0.07,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Génisses,Viande Mixte Lait,O=,EUR/kg net,4.79,0.04,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Jeunes bovins 12 à 24 mois,Lait,O-,EUR/kg net,4.7,0.07,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Mixte,O-,EUR/kg net,4.23,0,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Lait,O-,EUR/kg net,3.95,0.04,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Jeunes bovins 12 à 24 mois,Lait,P+,EUR/kg net,4.68,0.09,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Boeufs,Lait,P+,EUR/kg net,4.16,0.16,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Mixte,P+,EUR/kg net,4.08,0.02,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Lait,P+,EUR/kg net,3.92,0.04,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Jeunes bovins 8 à 24 mois,Viande Mixte Lait,P=,EUR/kg net,4.65,0.07,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Lait,P=,EUR/kg net,3.87,0.02,COT-VRO-GBST_nationale-A23-S52.csv
2023,52,,2023-12-25,2023-12-31,Standard,Vaches,Lait,P-,EUR/kg net,3.75,0.01,COT-VRO-GBST_nationale-A23-S52.csv
2024,,1,2024-01-01,2024-01-31,Bio,Boeufs,Viande,U,EUR/kg net,5.81,,COT-VRO-GBBI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,Bio,Vaches,"Viande tous poids, toutes races",U,EUR/kg net,5.87,-0.07,COT-VRO-GBBI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,Bio,Boeufs,Viande,R,EUR/kg net,5.69,-0.03,COT-VRO-GBBI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,Bio,Génisses,Viande Mixte Lait,R,EUR/kg net,5.66,0.04,COT-VRO-GBBI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,Bio,Génisses,Viande +350Kg,R,EUR/kg net,5.7,0.04,COT-VRO-GBBI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,Bio,Vaches,"Viande tous poids, toutes races",R,EUR/kg net,5.65,0.03,COT-VRO-GBBI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,Bio,Vaches,Viande hors Bl/Parth. -10 a +350kg,R,EUR/kg net,5.68,0,COT-VRO-GBBI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,Bio,Vaches,Charolaise -10 ans +350Kg,R,EUR/kg net,5.64,0.04,COT-VRO-GBBI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,Bio,Vaches,"Viande tous poids, toutes races",O,EUR/kg net,5.25,0.19,COT-VRO-GBBI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,Bio,Vaches,Mixte,O,EUR/kg net,4.91,0.1,COT-VRO-GBBI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,Bio,Vaches,Lait,O,EUR/kg net,4.67,0.08,COT-VRO-GBBI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,Bio,Vaches,Lait,P,EUR/kg net,4.54,0.08,COT-VRO-GBBI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Vaches,Blonde d'A et Parth. -10 ans +350Kg,U+,EUR/kg net,6.68,-0.23,COT-VRO-GBSI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Jeunes bovins 12 à 24 mois,Viande toutes races,U=,EUR/kg net,5.43,0.11,COT-VRO-GBSI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Génisses,Viande mixte mait,U=,EUR/kg net,6.05,-0.04,COT-VRO-GBSI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Génisses,Viande +350kg,U=,EUR/kg net,6.16,0.01,COT-VRO-GBSI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Vaches,"Viande tous poids, toutes races",U=,EUR/kg net,6.17,-0.1,COT-VRO-GBSI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Vaches,Viande hors Bl/Parth. -10 a +350kg,U=,EUR/kg net,6.13,-0.06,COT-VRO-GBSI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Vaches,Blonde d'A et Parth. -10 ans +350Kg,U=,EUR/kg net,6.5,-0.02,COT-VRO-GBSI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Vaches,Limousine -10 ans +350Kg,U=,EUR/kg net,6.22,-0.06,COT-VRO-GBSI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Génisses,Viande +350kg,U-,EUR/kg net,6,0.01,COT-VRO-GBSI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Vaches,Viande hors Bl/Parth. -10 a +350kg,U-,EUR/kg net,5.94,0,COT-VRO-GBSI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Vaches,Blonde d'A et Parth. -10 ans +350Kg,U-,EUR/kg net,6.34,-0.01,COT-VRO-GBSI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Vaches,Charolaise -10 ans +350Kg,U-,EUR/kg net,5.66,-0.01,COT-VRO-GBSI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Vaches,Limousine -10 ans +350Kg,U-,EUR/kg net,6.15,0,COT-VRO-GBSI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Génisses,Viande +350kg,R+,EUR/kg net,5.87,0.03,COT-VRO-GBSI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Vaches,Viande hors Bl/Parth. -10 a +350kg,R+,EUR/kg net,5.78,-0.03,COT-VRO-GBSI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Vaches,Charolaise -10 ans +350Kg,R+,EUR/kg net,5.62,-0.03,COT-VRO-GBSI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Vaches,Limousine -10 ans +350Kg,R+,EUR/kg net,6.01,-0.04,COT-VRO-GBSI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Génisses,Viande mixte mait,R=,EUR/kg net,5.82,0.05,COT-VRO-GBSI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Vaches,"Viande tous poids, toutes races",R=,EUR/kg net,5.78,-0.02,COT-VRO-GBSI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Vaches,Viande hors Bl/Parth. -10 a +350kg,R=,EUR/kg net,5.72,0,COT-VRO-GBSI_nationale-A24-M01.csv
2024,,1,2024-01-01,2024-01-31,SIQO (hors bio),Vaches,Charolaise -10 ans +350Kg,R=,EUR/kg net,5.61,0,COT-VRO-GBSI_nationale-A24-M01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Jeunes bovins 8 à 24 mois,Viande Mixte Lait,E,EUR/kg net,5.7,,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Jeunes bovins 12 à 24 mois,Viande hors Bl/Parth.,U+,EUR/kg net,5.44,0.01,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Jeunes bovins 12 à 24 mois,Blonde/Parth.,U+,EUR/kg net,5.69,0.03,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Jeunes bovins 8 à 24 mois,Viande Mixte Lait,U=,EUR/kg net,5.43,0.01,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Jeunes bovins 12 à 24 mois,Viande hors Bl/Parth.,U=,EUR/kg net,5.41,0.01,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Jeunes bovins 12 à 24 mois,Blonde/Parth.,U=,EUR/kg net,5.63,0.02,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Taureaux,VML,U=,EUR/kg net,4.34,0.07,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Vaches,"Viande tous poids, toutes races",U=,EUR/kg net,5.77,0.01,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Vaches,Viande hors Bl/Parth. -10 a +350kg,U=,EUR/kg net,5.8,-0.1,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Vaches,Blonde/Parth. -10 ans +350Kg,U=,EUR/kg net,6.35,0.03,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Vaches,Charolaise -10 ans +350Kg,U=,EUR/kg net,5.51,-0.07,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Génisses,Viande Mixte Lait,U=,EUR/kg net,5.85,0,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Génisses,Viande +350Kg,U=,EUR/kg net,6.01,-0.07,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Jeunes bovins 12 à 24 mois,Viande hors Bl/Parth.,U-,EUR/kg net,5.37,0.02,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Jeunes bovins 12 à 24 mois,Blonde/Parth.,U-,EUR/kg net,5.58,0.02,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Vaches,Viande hors Bl/Parth. -10 a +350kg,U-,EUR/kg net,5.56,0,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Vaches,Blonde/Parth. -10 ans +350Kg,U-,EUR/kg net,6.12,0.05,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Vaches,Charolaise -10 ans +350Kg,U-,EUR/kg net,5.43,-0.02,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Vaches,Limousine -10 ans +350Kg,U-,EUR/kg net,5.9,0.01,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Génisses,Viande +350Kg,U-,EUR/kg net,5.77,0.01,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Jeunes bovins 12 à 24 mois,Viande hors Bl/Parth.,R+,EUR/kg net,5.33,0.02,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Vaches,Viande hors Bl/Parth. -10 a +350kg,R+,EUR/kg net,5.47,0,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Vaches,Charolaise -10 ans +350Kg,R+,EUR/kg net,5.4,0,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Vaches,Limousine -10 ans +350Kg,R+,EUR/kg net,5.78,0.04,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Génisses,Viande +350Kg,R+,EUR/kg net,5.58,0.02,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Jeunes bovins 8 à 24 mois,Viande Mixte Lait,R=,EUR/kg net,5.27,0.02,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Jeunes bovins 12 à 24 mois,Viande hors Bl/Parth.,R=,EUR/kg net,5.26,0.01,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Taureaux,VML,R=,EUR/kg net,4.27,0.08,COT-VRO-GBST_nationale-A24-S01.csv
2024,1,,2024-01-01,2024-01-07,Standard,Boeufs,Viande,R=,EUR/kg net,5.29,-0.02,COT-VRO-GBST_nationale-A24-S01.csv
