GROS BOVINS MAIGRES
COTATIONS DES BOVINS DESTINES A L'ENGRAISSEMENT
EN EURO
SEMAINE N° 35 DU 24/08/2026 AU 30/08/2026

EN EURO/KG VIF
RACES;;;LIMOUSINS;;;;CHAROLAIS;;;;;;;CROISES;;;;;;;BLOND D'AQUITAINE;;;;;;SALERS;;;;;;;AUBRAC/GASCONS
;;SEXE;M;M;M;F;M;M;M;M;M;F;F;M;M;M;M;M;F;F;M;M;M;M;F;F;M;M;M;M;M;F;F;M;M;M;M;M;F;F
;;AGE (mois);*6/12;*6/12;*6/12;*6/12;*6/12;*6/12;*6/12;*12/24;*12/24;*6/12;*12/24;*6/12;*6/12;*6/12;*12/24;*12/24;*6/12;*12/24;*6/12;*6/12;*6/12;*12/24;*6/12;*12/24;*6/12;*6/12;*6/12;*12/24;*12/24;*6/12;*12/24;*6/12;*6/12;*6/12;*12/24;*12/24;*6/12;*12/24
LIMOGES;COURS RECONDUITS.;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIMOGES;COURS RECONDUITS.;Var.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIMOGES;COURS RECONDUITS.;U;5,20;5,15;4,75;5,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIMOGES;COURS RECONDUITS.;Var.;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIMOGES;COURS RECONDUITS.;R;4,75;4,80;4,40;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIMOGES;COURS RECONDUITS.;Var.;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIMOGES;COURS RECONDUITS.;tonnage;250,00;300,00;350,00;270,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLERMONT-FERRAND;LÉGÈRE REPRISE À LA HAUSSE DES COURS.;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLERMONT-FERRAND;LÉGÈRE REPRISE À LA HAUSSE DES COURS.;Var.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLERMONT-FERRAND;LÉGÈRE REPRISE À LA HAUSSE DES COURS.;U;;;;;;;;;;;;5,14;4,94;4,64;;;5,19;;;;;;;;;;;;;;;;5,00;4,85;;;;;
CLERMONT-FERRAND;LÉGÈRE REPRISE À LA HAUSSE DES COURS.;Var.;;;;;;;;;;;;0,05;0,05;0;;;0,05;;;;;;;;;;;;;;;;0;0;;;;;
CLERMONT-FERRAND;LÉGÈRE REPRISE À LA HAUSSE DES COURS.;R;;;;;;;;;;;;4,89;4,74;4,49;;;5,04;;;;;;;;3,94;3,87;3,82;;;;;;4,80;4,70;;;;;
CLERMONT-FERRAND;LÉGÈRE REPRISE À LA HAUSSE DES COURS.;Var.;;;;;;;;;;;;0;0;0;;;0;;;;;;;;0;0,03;0,03;;;;;;0;0;;;;;
CLERMONT-FERRAND;LÉGÈRE REPRISE À LA HAUSSE DES COURS.;tonnage;;;;;;;;;;;;300,00;350,00;400,00;450,00;500,00;320,00;;;;;;;;300,00;350,00;400,00;450,00;500,00;320,00;400,00;300,00;350,00;400,00;450,00;;;;
DIJON;L'OFFRE ET LA DEMANDE S'ÉQUILIBRENT.;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIJON;L'OFFRE ET LA DEMANDE S'ÉQUILIBRENT.;Var.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIJON;L'OFFRE ET LA DEMANDE S'ÉQUILIBRENT.;U;;;;;4,80;4,56;4,52;4,40;4,25;5,00;4,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIJON;L'OFFRE ET LA DEMANDE S'ÉQUILIBRENT.;Var.;;;;;0,06;0,06;0,02;-0,05;0;0,03;-0,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIJON;L'OFFRE ET LA DEMANDE S'ÉQUILIBRENT.;R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIJON;L'OFFRE ET LA DEMANDE S'ÉQUILIBRENT.;Var.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIJON;L'OFFRE ET LA DEMANDE S'ÉQUILIBRENT.;tonnage;;;;;300,00;350,00;400,00;450,00;500,00;270,00;400,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOULOUSE;LÉGÈRE REPRISE DES MARCHÉS.;E;5,60;5,25;5,00;5,25;;;;;;;;;5,20;;;;;;6,30;6,00;;;5,60;;;;;;;;;;;;;;;;
TOULOUSE;LÉGÈRE REPRISE DES MARCHÉS.;Var.;0,10;0;0;0,15;;;;;;;;;0;;;;;;0;0;;;0,10;;;;;;;;;;;;;;;;
TOULOUSE;LÉGÈRE REPRISE DES MARCHÉS.;U;5,40;5,00;4,75;5,15;;;;;;;;5,30;4,90;4,50;4,25;4,15;5,05;5,00;6,00;5,80;;;5,40;;;;;;;;;5,10;4,60;4,35;;;;;
TOULOUSE;LÉGÈRE REPRISE DES MARCHÉS.;Var.;0;0;0;0,15;;;;;;;;0,10;0;0;0;0;0,15;0,10;0;0;;;0;;;;;;;;;0;0,10;0,10;;;;;
TOULOUSE;LÉGÈRE REPRISE DES MARCHÉS.;R;5,05;4,80;4,35;4,95;;;;;;;;5,00;4,75;4,30;4,00;3,90;4,55;4,60;4,70;4,50;;;4,30;;;;;;;;;4,80;4,45;4,00;;;;;
TOULOUSE;LÉGÈRE REPRISE DES MARCHÉS.;Var.;0,05;0;0;0,15;;;;;;;;0;0;0;0;0;0,15;0,05;-0,30;-0,35;;;0;;;;;;;;;0;0,05;0,05;;;;;
TOULOUSE;LÉGÈRE REPRISE DES MARCHÉS.;tonnage;250,00;300,00;350,00;270,00;;;;;;;;300,00;350,00;400,00;450,00;500,00;270,00;400,00;250,00;300,00;350,00;450,00;270,00;400,00;;;;;;;;300,00;350,00;400,00;450,00;500,00;270,00;400,00;
NANTES;REPRISE D'ACTIVITÉ AVEC UNE BONNE DEMANDE ET DES PLUS-VALUES DANS TOUTES LES RACES ET TOUTES LES CATÉGORIES.;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NANTES;REPRISE D'ACTIVITÉ AVEC UNE BONNE DEMANDE ET DES PLUS-VALUES DANS TOUTES LES RACES ET TOUTES LES CATÉGORIES.;Var.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NANTES;REPRISE D'ACTIVITÉ AVEC UNE BONNE DEMANDE ET DES PLUS-VALUES DANS TOUTES LES RACES ET TOUTES LES CATÉGORIES.;U;;5,00;4,80;;5,00;4,80;;;;;;;;;;;;;5,80;5,90;5,40;;;;;;;;;;;;;;;;;;
NANTES;REPRISE D'ACTIVITÉ AVEC UNE BONNE DEMANDE ET DES PLUS-VALUES DANS TOUTES LES RACES ET TOUTES LES CATÉGORIES.;Var.;;0,10;0,10;;0,10;0,10;;;;;;;;;;;;;0,10;0,15;0,10;;;;;;;;;;;;;;;;;;
NANTES;REPRISE D'ACTIVITÉ AVEC UNE BONNE DEMANDE ET DES PLUS-VALUES DANS TOUTES LES RACES ET TOUTES LES CATÉGORIES.;R;;4,50;;;4,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NANTES;REPRISE D'ACTIVITÉ AVEC UNE BONNE DEMANDE ET DES PLUS-VALUES DANS TOUTES LES RACES ET TOUTES LES CATÉGORIES.;Var.;;0,10;;;0,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NANTES;REPRISE D'ACTIVITÉ AVEC UNE BONNE DEMANDE ET DES PLUS-VALUES DANS TOUTES LES RACES ET TOUTES LES CATÉGORIES.;tonnage;250,00;300,00;350,00;270,00;300,00;350,00;400,00;450,00;500,00;270,00;400,00;300,00;350,00;400,00;450,00;500,00;270,00;400,00;250,00;300,00;350,00;450,00;270,00;400,00;;;;;;;;;;;;;;;
NANCY;;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NANCY;;Var.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NANCY;;U;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NANCY;;Var.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NANCY;;R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NANCY;;Var.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NANCY;;tonnage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOYENNE NATIONALE;;E;5,60;5,25;5,00;5,25;;;;;;;;;5,20;;;;;;6,30;6,00;;;5,60;;;;;;;;;;;;;;;;
MOYENNE NATIONALE;;Var.;0,10;0;0;0,15;;;;;;;;;0;;;;;;0;0;;;0,10;;;;;;;;;;;;;;;;
MOYENNE NATIONALE;;U;5,27;5,07;4,76;5,09;4,87;4,64;4,52;4,40;4,25;5,00;4,75;5,25;4,91;4,55;4,25;4,15;5,10;5,00;5,90;5,85;5,40;;5,40;;;;;;;;;5,10;4,70;4,48;;;;;
MOYENNE NATIONALE;;Var.;0;0,02;0,02;0,06;0,08;0,07;0,02;-0,05;0;0,03;-0,04;0,09;0,01;0;0;0;0,12;0,10;0,05;0,07;0,10;;0;;;;;;;;;0;0,07;0,08;;;;;
MOYENNE NATIONALE;;R;4,86;4,73;4,38;4,82;4,50;;;;;;;4,96;4,75;4,36;4,00;3,90;4,71;4,60;4,70;4,50;;;4,30;;3,94;3,87;3,82;;;;;4,80;4,54;4,18;;;;;
MOYENNE NATIONALE;;Var.;0,02;0,02;0;0,05;0,10;;;;;;;0;0;0;0;0;0,10;0,05;-0,30;-0,35;;;0;;0;0,03;0,03;;;;;0;0,04;0,04;;;;;
MOYENNE NATIONALE;;tonnage;250,00;300,00;350,00;270,00;300,00;350,00;400,00;450,00;500,00;270,00;400,00;300,00;350,00;400,00;450,00;500,00;270,00;400,00;250,00;300,00;350,00;450,00;270,00;400,00;300,00;350,00;400,00;450,00;500,00;320,00;400,00;300,00;350,00;400,00;450,00;500,00;270,00;400,00;
