PETITS VEAUX
COTATION DES VEAUX DE 14 JOURS A 4 SEMAINES SUR LES MARCHES DE REFERENCE
EN EURO
SEMAINE N° 34 DU 17/08/2026 AU 23/08/2026

EN EURO/Tête
;RACES;SEXE;CONFORMATION;AGEN;ARMO;CHAB;CHAG;LAMB;LEZA;;;;;MOYENNE NATIONALE;variation
;;;POIDS
VEAUX;RACES À VIANDE;MALE;E;;;;;;;;;;;;;;LIMOUSINS
VEAUX;Limousins;MALE;U;725,00;;740,00;;;680,00;;;;;696,25;0;;LIMOUSINS
VEAUX;ou;MALE;R;545,00;;630,00;;;430,00;;;;;477,36;0;;LIMOUSINS
VEAUX;Blonds;MALE;O;;;;;;;;;;;;;;LIMOUSINS
VEAUX;;FEMELLE;E;;;;;;;;;;;;;;LIMOUSINS
VEAUX;;FEMELLE;U;650,00;;670,00;;;580,00;;;;;607,41;0;;LIMOUSINS
VEAUX;;FEMELLE;R;470,00;;530,00;;;380,00;;;;;420,34;0;;LIMOUSINS
VEAUX;;FEMELLE;O;;;;;;;;;;;;;;LIMOUSINS
VEAUX;RACES À VIANDE;MALE;E;;;;;;;;;;;;;;CHAROLAIS
VEAUX;Charolais;MALE;U;;;640,00;;;530,00;;;;;571,40;0;;CHAROLAIS
VEAUX;ou;MALE;R;;;510,00;;;330,00;;;;;397,75;0;;CHAROLAIS
VEAUX;Blanc Bleu;MALE;O;;;;;;;;;;;;;;CHAROLAIS
VEAUX;;FEMELLE;E;;;;;;;;;;;;;;CHAROLAIS
VEAUX;;FEMELLE;U;;;580,00;;;430,00;;;;;483,10;0;;CHAROLAIS
VEAUX;;FEMELLE;R;;;360,00;;;310,00;;;;;327,70;0;;CHAROLAIS
VEAUX;;FEMELLE;O;;;;;;;;;;;;;;CHAROLAIS
VEAUX;CROISÉS;MALE;E;;;;;;;;;;;;;;CROISE VIANDE
VEAUX;RACES À VIANDE;MALE;U;;;570,00;480,00;;530,00;;;;;535,28;0;;CROISE VIANDE
VEAUX;Mère race à viande X;MALE;R;;;410,00;380,00;;330,00;;;;;355,73;0;;CROISE VIANDE
VEAUX;mâle race à viande;MALE;O;;;240,00;210,00;;;;;;;231,56;0;;CROISE VIANDE
VEAUX;;FEMELLE;E;;;;;;;;;;;;;;CROISE VIANDE
VEAUX;;FEMELLE;U;;;470,00;400,00;;430,00;;;;;445,53;0;;CROISE VIANDE
VEAUX;;FEMELLE;R;;;330,00;300,00;;310,00;;;;;318,00;0;;CROISE VIANDE
VEAUX;;FEMELLE;O;;;200,00;160,00;;;;;;;196,00;0;;CROISE VIANDE
VEAUX;CROISÉS MIXTES;MALE;U;555,00;;480,00;480,00;;470,00;;;;;486,97;0;;CROISE MIXTE
VEAUX;Mère race mixte X;MALE;R;380,00;;290,00;380,00;;350,00;;;;;352,31;0;;CROISE MIXTE
VEAUX;mâle race à viande;MALE;O;280,00;;160,00;210,00;;200,00;;;;;208,89;0;;CROISE MIXTE
VEAUX;ou;MALE;P;;;;;;;;;;;;;;CROISE MIXTE
VEAUX;Mère race mixte X;FEMELLE;U;490,00;;400,00;400,00;;410,00;;;;;414,17;0;;CROISE MIXTE
VEAUX;mâle race mixte;FEMELLE;R;315,00;;240,00;300,00;;330,00;;;;;306,70;0;;CROISE MIXTE
VEAUX;;FEMELLE;O;270,00;;110,00;160,00;;200,00;;;;;182,49;0;;CROISE MIXTE
VEAUX;;FEMELLE;P;;;;;;;;;;;;;;CROISE MIXTE
VEAUX;CROISÉS LAITIERS;MALE;R;370,00;610,00;230,00;240,00;476,00;320,00;;;;;351,88;2,78;;CROISE LAITIER
VEAUX;Mère race laitière X;MALE;O;260,00;390,00;160,00;140,00;300,00;210,00;;;;;226,83;-3,08;;CROISE LAITIER
VEAUX;mâle race à viande;MALE;P;;;100,00;70,00;144,00;;;;;;100,54;-6,58;;CROISE LAITIER
VEAUX;ou;FEMELLE;R;300,00;460,00;180,00;200,00;476,00;270,00;;;;;293,21;19,82;;CROISE LAITIER
VEAUX;Mère race laitière X;FEMELLE;O;245,00;340,00;100,00;100,00;292,00;190,00;;;;;192,33;11,64;;CROISE LAITIER
VEAUX;mâle race mixte;FEMELLE;P;;;60,00;30,00;171,00;;;;;;74,04;15,60;;CROISE LAITIER
